,Unnamed: 0,中文,便宜,價格,免費,公園,動物園,博物,咖啡,地區,孩子,展覽,市場,擁擠,散步,方便,旅行,櫻花,歷史,火車,照片,當地,神社,紀念品,美景,英語,購物,車站,酒吧,風景,食物,餐廳,label
140,140,豐川稻荷,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08247860988423225,0.0,0.0,0.0,0.0,0.989743318610787,0.0,0.0,0.0,0.0,0.08247860988423225,0.0,0.0,0.08247860988423225,0.0,4
141,141,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
142,142,貨幣博物館,0.0,0.0,0.3108783804193218,0.0,0.0,0.8195884574691212,0.0,0.0,0.08478501284163323,0.08478501284163323,0.0,0.0,0.0,0.0,0.0,0.0,0.4521867351553772,0.0,0.028261670947211076,0.0,0.028261670947211076,0.028261670947211076,0.0,0.08478501284163323,0.0,0.0,0.0,0.0,0.05652334189442215,0.0,4
143,143,,0.0827605888602368,0.0827605888602368,0.5793241220216575,0.0,0.0,0.0,0.3310423554409472,0.24828176658071038,0.3310423554409472,0.24828176658071038,0.3310423554409472,0.0,0.0,0.0,0.0827605888602368,0.0827605888602368,0.0,0.0827605888602368,0.3310423554409472,0.0,0.0,0.0827605888602368,0.0,0.24828176658071038,0.0,0.0,0.0,0.0,0.0,0.0,4
144,144,駒澤奧林匹克公園,0.12356041264304309,0.0,0.0,0.9267030948228231,0.0,0.0,0.0,0.0,0.30890103160760773,0.0,0.0,0.06178020632152154,0.12356041264304309,0.0,0.0,0.0,0.06178020632152154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06178020632152154,0.06178020632152154,4
145,145,日本武道館,0.21320071635561041,0.0,0.21320071635561041,0.8528028654224417,0.0,0.10660035817780521,0.0,0.10660035817780521,0.0,0.10660035817780521,0.0,0.0,0.21320071635561041,0.10660035817780521,0.0,0.10660035817780521,0.0,0.0,0.0,0.10660035817780521,0.10660035817780521,0.0,0.0,0.0,0.0,0.0,0.0,0.10660035817780521,0.0,0.21320071635561041,4
146,146,石神井公園,0.0,0.08638684255813601,0.0,0.7774815830232241,0.0,0.0,0.0,0.17277368511627203,0.08638684255813601,0.0,0.0,0.0,0.25916052767440806,0.08638684255813601,0.17277368511627203,0.25916052767440806,0.08638684255813601,0.0,0.0,0.0,0.08638684255813601,0.0,0.0,0.0,0.0,0.34554737023254406,0.0,0.08638684255813601,0.17277368511627203,0.08638684255813601,4
147,147,陽光城60展望台,0.2553769592276246,0.2553769592276246,0.4256282653793743,0.0,0.0,0.0,0.17025130615174972,0.0,0.5107539184552492,0.17025130615174972,0.0,0.17025130615174972,0.0,0.08512565307587486,0.08512565307587486,0.0,0.0,0.0,0.0,0.08512565307587486,0.0,0.0,0.17025130615174972,0.0,0.17025130615174972,0.08512565307587486,0.0,0.4256282653793743,0.08512565307587486,0.2553769592276246,4
148,148,日本國會議事堂,0.0,0.0,0.32141217326661253,0.128564869306645,0.0,0.0,0.0,0.0642824346533225,0.0,0.0,0.0,0.0,0.0642824346533225,0.0,0.8356716504931926,0.0,0.0642824346533225,0.0,0.128564869306645,0.0642824346533225,0.0,0.0,0.0,0.38569460791993504,0.0,0.0,0.0,0.0,0.0,0.0,4
149,149,,0.19143984606054681,0.21878839549776777,0.0,0.10939419774888388,0.02734854943722097,0.02734854943722097,0.13674274718610485,0.24613694493498875,0.05469709887444194,0.0,0.05469709887444194,0.13674274718610485,0.13674274718610485,0.0,0.08204564831166292,0.02734854943722097,0.02734854943722097,0.02734854943722097,0.02734854943722097,0.35553114268387265,0.10939419774888388,0.2734854943722097,0.0,0.08204564831166292,0.6837137359305243,0.0,0.08204564831166292,0.0,0.2734854943722097,0.02734854943722097,4
150,150,100,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
151,151,龜戶天神社,0.0,0.0,0.02382979586411958,0.04765959172823916,0.0,0.0,0.0,0.02382979586411958,0.02382979586411958,0.0,0.0,0.02382979586411958,0.0,0.02382979586411958,0.0,0.11914897932059788,0.0,0.0,0.14297877518471747,0.02382979586411958,0.9770216304289027,0.0,0.0,0.0,0.0,0.02382979586411958,0.0,0.04765959172823916,0.0,0.04765959172823916,4
